Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Badge (product.metafields.custom.badge),Benefícios (product.metafields.custom.benefits),Capacidade (product.metafields.custom.capacidade),Nota de dimensões (product.metafields.custom.dimensions_note),Inclui (product.metafields.custom.includes),Tagline (product.metafields.custom.tagline),Garantia (product.metafields.custom.warranty),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
dutch-soapstone-pot-2in1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0717/5091/0122/files/lifestyle.png?v=1783967017,2,Panela Holandesa de Pedra-Sabão 2 em 1,,,,,,,,,,,,,,,
dutch-soapstone-pot-2in1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0717/5091/0122/files/stacked.png?v=1783967016,3,Panela Holandesa de Pedra-Sabão 2 em 1,,,,,,,,,,,,,,,
dutch-soapstone-pot-2in1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0717/5091/0122/files/open-lid.png?v=1783967016,4,Panela Holandesa de Pedra-Sabão 2 em 1,,,,,,,,,,,,,,,
fondue-set-pot-grill,"Conjunto de Fondue – Panela (0,8L) + Grelha (32 cm)","<p>Em uma única compra, você terá tudo o que precisa para fazer um delicioso prato de carnes grelhadas e um saboroso fondue de queijo ou chocolate! Feito à mão com pedra-sabão genuína, este conjunto completo traz o calor e a convivência da cozinha à mesa para os seus encontros — grelhe suas carnes e derreta seu fondue direto na mesa.</p><h3>O que está incluso</h3><ul>
<li>1 x Grelha de pedra-sabão, 32 cm</li>
<li>1 x Panela de pedra-sabão, 0,8 L (Altura: 10 cm | Largura: 13 cm)</li>
<li>2 x Rechauds de pedra-sabão</li>
<li>1 x Molheira (Altura: 5 cm / Largura: 7 cm)</li>
<li>2 x Molheiras (Altura: 5 cm / Largura: 10 cm)</li>
<li>3 x Molheiras (Altura: 5 cm / Largura: 12 cm)</li>
</ul><h3>Por que pedra-sabão</h3><ul>
<li>Tem a capacidade de liberar gradualmente o calor contido na pedra, mantendo seus alimentos quentes por cerca de 1 a 2 horas após o cozimento.</li>
<li>Muito mais saudável! Alguns estudos recentes indicam a transferência de nutrientes benéficos (Fe, Zn, Ca, Mg) da panela para a comida.</li>
<li>Material 100% natural — não transfere substâncias nocivas para a comida.</li>
<li>Naturalmente antiaderente, facilitando muito a limpeza e o cozimento.</li>
<li>Perfeito para carnes grelhadas e fondue de queijo ou chocolate, direto na mesa.</li>
</ul><p><strong>Especificações:</strong> Panela 0,8L + Grelha 32cm + 2 Rechauds + Molheiras · Mesa</p><p><strong>Garantia:</strong> 3 meses contra defeitos de fabricação.</p><p><em>As panelas de pedra são feitas em um processo totalmente artesanal, por isso pode haver pequenas variações nas dimensões das peças.</em></p>",Stoneflame,,grills,"artesanal, Conjunto Especial, grills, pedra-sabao",true,Title,Default Title,,,,,,,,FONDUE_SET_POT_GRILL,0.0,shopify,10,deny,manual,1995.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0717/5091/0122/files/main_e3a07540-6690-47c8-a8fb-77e4f698229b.png?v=1783967033,1,"Conjunto de Fondue – Panela (0,8L) + Grelha (32 cm)",false,"Conjunto de Fondue – Panela (0,8L) + Grelha (32 cm)",Carnes grelhadas e fondue em um único conjunto,,,,,,,,,kg,,,active
fondue-set-pot-grill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0717/5091/0122/files/pot-rechaud.png?v=1783967033,2,"Conjunto de Fondue – Panela (0,8L) + Grelha (32 cm)",,,,,,,,,,,,,,,
fondue-set-pot-grill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0717/5091/0122/files/grill_eae1602b-b086-443f-acc7-2adb77539006.png?v=1783967033,3,"Conjunto de Fondue – Panela (0,8L) + Grelha (32 cm)",,,,,,,,,,,,,,,
fondue-set-pot-grill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0717/5091/0122/files/pot_2937303d-75aa-4e66-94f9-eb571137c0c2.png?v=1783967033,4,"Conjunto de Fondue – Panela (0,8L) + Grelha (32 cm)",,,,,,,,,,,,,,,
fondue-set-pot-grill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0717/5091/0122/files/bowls.png?v=1783967033,5,"Conjunto de Fondue – Panela (0,8L) + Grelha (32 cm)",,,,,,,,,,,,,,,
fondue-set-pot-grill-27cm,Conjunto de Fondue – Panela + Grelha (27 cm),"<p>Em uma única compra, você terá tudo o que precisa para fazer um delicioso prato de carnes grelhadas e um saboroso fondue de queijo ou chocolate! Feito à mão com pedra-sabão genuína, este conjunto completo traz o calor e a convivência da cozinha à mesa para os seus encontros — grelhe suas carnes e derreta seu fondue direto na mesa.</p><h3>O que está incluso</h3><ul>
<li>1 x Grelha de pedra-sabão, 27 cm</li>
<li>1 x Panela de pedra-sabão, 0,8 L (Altura: 10 cm | Largura: 13 cm)</li>
<li>2 x Rechauds de pedra-sabão</li>
<li>1 x Molheira (Altura: 5 cm / Largura: 7 cm)</li>
<li>2 x Molheiras (Altura: 5 cm / Largura: 10 cm)</li>
<li>3 x Molheiras (Altura: 5 cm / Largura: 12 cm)</li>
</ul><h3>Por que pedra-sabão</h3><ul>
<li>Tem a capacidade de liberar gradualmente o calor contido na pedra, mantendo seus alimentos quentes por cerca de 1 a 2 horas após o cozimento.</li>
<li>Muito mais saudável! Alguns estudos recentes indicam a transferência de nutrientes benéficos (Fe, Zn, Ca, Mg) da panela para a comida.</li>
<li>Material 100% natural — não transfere substâncias nocivas para a comida.</li>
<li>Naturalmente antiaderente, facilitando muito a limpeza e o cozimento.</li>
<li>Perfeito para carnes grelhadas e fondue de queijo ou chocolate, direto na mesa.</li>
</ul><p><strong>Especificações:</strong> Panela 0,8L + Grelha 27cm + 2 Rechauds + Molheiras · Mesa</p><p><strong>Garantia:</strong> 3 meses contra defeitos de fabricação.</p><p><em>As panelas de pedra são feitas em um processo totalmente artesanal, por isso pode haver pequenas variações nas dimensões das peças.</em></p>",Stoneflame,,grills,"artesanal, Conjunto Especial, grills, pedra-sabao",true,Title,Default Title,,,,,,,,FONDUE_SET_POT_GRILL_27CM,0.0,shopify,10,deny,manual,1960.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0717/5091/0122/files/main_7cbf2103-1480-4a30-a16f-9ca848754df5.png?v=1783967034,1,Conjunto de Fondue – Panela + Grelha (27 cm),false,Conjunto de Fondue – Panela + Grelha (27 cm),Carnes grelhadas e fondue em um único conjunto,,,,,,,,,kg,,,active
fondue-set-pot-grill-27cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0717/5091/0122/files/pot-rechaud_da40befc-2e13-4b5e-b723-7069d41e5be8.png?v=1783967034,2,Conjunto de Fondue – Panela + Grelha (27 cm),,,,,,,,,,,,,,,
fondue-set-pot-grill-27cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0717/5091/0122/files/grill_eaaf8a87-446c-4dec-b745-3084f5bcae66.png?v=1783967033,3,Conjunto de Fondue – Panela + Grelha (27 cm),,,,,,,,,,,,,,,
fondue-set-pot-grill-27cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0717/5091/0122/files/pot_32772dff-af2c-45ed-8f1f-a78f454a659e.png?v=1783967034,4,Conjunto de Fondue – Panela + Grelha (27 cm),,,,,,,,,,,,,,,
fondue-set-pot-grill-27cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0717/5091/0122/files/bowls_0eac5b70-5f03-4269-a411-5b3bf4a5046b.png?v=1783967034,5,Conjunto de Fondue – Panela + Grelha (27 cm),,,,,,,,,,,,,,,
luxury-soapstone-water-filter-10l,Filtro de Água de Pedra-Sabão de Luxo 10L com Cobre Puro,"<p>Traga elegância e bem-estar para sua casa com este belo filtro de água de pedra-sabão de 10 litros, feito à mão com detalhes em cobre puro. Perfeito para quem busca água limpa e fresca enquanto adiciona uma peça decorativa de luxo à cozinha. Com capacidade de 10 litros (5L superior + 5L inferior), inclui torneira e 2 velas filtrantes, pronto para uso imediato. Feito de pedra-sabão natural e cobre puro, mantém a água naturalmente fresca, com um acabamento premium artesanal resistente e durável. Dimensões: Altura 54,8 cm, Largura 23,9 cm, Abertura 14 cm.</p><h3>O que está incluso</h3><ul>
<li>1 x Filtro de Água de Pedra-Sabão de 10 litros (5L superior + 5L inferior)</li>
<li>1 x Torneira</li>
<li>2 x Velas filtrantes</li>
<li>1 x Manual de instruções</li>
<li>Embalagem segura</li>
</ul><h3>Por que pedra-sabão</h3><ul>
<li>A filtração natural ajuda a remover impurezas para uma água limpa e fresca.</li>
<li>Mantém a água naturalmente fresca graças às propriedades térmicas da pedra-sabão.</li>
<li>Design elegante e sofisticado — perfeito para cozinhas modernas, de luxo ou rústicas.</li>
<li>Uma bela peça de destaque para a bancada e uma ótima ideia de presente.</li>
<li>Acabamento premium artesanal em pedra-sabão natural e cobre puro — resistente e durável.</li>
</ul><p><strong>Especificações:</strong> 10L (5L superior + 5L inferior) · Bancada</p><p><strong>Garantia:</strong> 3 meses contra defeitos de fabricação.</p><p><em>Feito em um processo totalmente artesanal, por isso pequenas variações de dimensões, textura e coloração são normais e tornam cada peça única.</em></p>",Stoneflame,,tableware,"artesanal, Luxo, pedra-sabao, tableware",true,Title,Default Title,,,,,,,,LUXURY_SOAPSTONE_WATER_FILTER_10L,0.0,shopify,10,deny,manual,2495.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0717/5091/0122/files/main.jpg?v=1783967029,1,Filtro de Água de Pedra-Sabão de Luxo 10L com Cobre Puro,false,Filtro de Água de Pedra-Sabão de Luxo 10L com Cobre Puro,Água naturalmente fresca • Decoração elegante • Acabamento premium artesanal,,,,,,,,,kg,,,active
luxury-soapstone-water-filter-10l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0717/5091/0122/files/specs.jpg?v=1783967029,2,Filtro de Água de Pedra-Sabão de Luxo 10L com Cobre Puro,,,,,,,,,,,,,,,
luxury-soapstone-water-filter-10l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0717/5091/0122/files/top-open.jpg?v=1783967029,3,Filtro de Água de Pedra-Sabão de Luxo 10L com Cobre Puro,,,,,,,,,,,,,,,
luxury-soapstone-water-filter-10l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0717/5091/0122/files/faucet.jpg?v=1783967029,4,Filtro de Água de Pedra-Sabão de Luxo 10L com Cobre Puro,,,,,,,,,,,,,,,
luxury-soapstone-water-filter-10l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0717/5091/0122/files/filter-candles.jpg?v=1783967030,5,Filtro de Água de Pedra-Sabão de Luxo 10L com Cobre Puro,,,,,,,,,,,,,,,
luxury-soapstone-water-filter-10l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0717/5091/0122/files/lifestyle.jpg?v=1783967030,6,Filtro de Água de Pedra-Sabão de Luxo 10L com Cobre Puro,,,,,,,,,,,,,,,
osmenino-stone-cookware-set,Conjunto de Panelas de Pedra Osmenino,"<p>Um conjunto completo de panelas de pedra-sabão que combina tradição, funcionalidade e elegância. Feito à mão com pedra-sabão genuína, reúne uma panela de pressão de pedra, três panelas e uma frigideira — tudo o que você precisa para cozinhar como um artesão. Cada peça é única, feita à mão, garantindo exclusividade e um toque especial na sua cozinha. Além disso, ao comprar nossas panelas, você apoia o trabalho de artesãos que preservam essa tradição centenária.</p><h3>O que está incluso</h3><ul>
<li>1 x Panela de Pressão de 3 litros (Diâmetro: 23 cm, Altura: 12 cm, ~5,0 kg)</li>
<li>1 x Panela de 3 litros (Diâmetro: 22 cm, Altura: 11 cm, ~4,5 kg)</li>
<li>1 x Panela de 2 litros (Diâmetro: 22 cm, Altura: 7 cm, ~4,0 kg)</li>
<li>1 x Panela de 1,5 litro (Diâmetro: 17 cm, Altura: 9 cm, ~3,2 kg)</li>
<li>1 x Frigideira de pedra (Diâmetro: 23 cm, Altura: 5 cm, ~3,0 kg)</li>
</ul><h3>Por que pedra-sabão</h3><ul>
<li>Aquecimento uniforme e eficiente em toda a peça.</li>
<li>Mantém os alimentos quentes por mais tempo, pois a pedra retém o calor após sair da fonte de calor.</li>
<li>Compatível com fogão a gás, elétrico, carvão e lenha (exceto indução).</li>
<li>Design artesanal que valoriza sua cozinha.</li>
<li>Durabilidade e resistência — cada peça artesanal é única e feita para durar.</li>
</ul><p><strong>Especificações:</strong> Panela de Pressão 3L + Panelas 3L + 2L + 1,5L + Frigideira 23cm · Gás · Elétrico · Carvão · Fogão a Lenha</p><p><strong>Garantia:</strong> 3 meses contra defeitos de fabricação.</p><p><em>Por ser um produto 100% artesanal, podem ocorrer pequenas variações de medidas, capacidade e design, tornando cada peça única. Iniciamos o processo de cura antes do envio, e você precisará concluí-lo seguindo nossas instruções.</em></p>",Stoneflame,,sets,"artesanal, Conjunto Premium, pedra-sabao, sets",true,Title,Default Title,,,,,,,,OSMENINO_STONE_COOKWARE_SET,0.0,shopify,10,deny,manual,4925.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0717/5091/0122/files/8442a4c4-3200-4412-834f-ee5079b6e1b8.png?v=1783967028,1,Conjunto de Panelas de Pedra Osmenino,false,Conjunto de Panelas de Pedra Osmenino,Uma cozinha de artesão completa em pura pedra-sabão,,,,,,,,,kg,,,active
osmenino-stone-cookware-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0717/5091/0122/files/e5469dc7-12b9-4f7c-9474-7845cf33155a.png?v=1783967028,2,Conjunto de Panelas de Pedra Osmenino,,,,,,,,,,,,,,,
osmenino-stone-cookware-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0717/5091/0122/files/8702a595-3054-4716-9e23-c1745eaca1eb.png?v=1783967028,3,Conjunto de Panelas de Pedra Osmenino,,,,,,,,,,,,,,,
osmenino-stone-cookware-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0717/5091/0122/files/b7b34a78-b901-4352-a6f8-f29dddc8d002.png?v=1783967028,4,Conjunto de Panelas de Pedra Osmenino,,,,,,,,,,,,,,,
osmenino-stone-cookware-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0717/5091/0122/files/03796fa8-6905-4d32-bbc2-6276e145b215.png?v=1783967028,5,Conjunto de Panelas de Pedra Osmenino,,,,,,,,,,,,,,,
osmenino-stone-cookware-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0717/5091/0122/files/89dc5b44-8191-4b6b-b3d7-0a90f311986a.png?v=1783967028,6,Conjunto de Panelas de Pedra Osmenino,,,,,,,,,,,,,,,
osmenino-stone-cookware-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0717/5091/0122/files/f9d99df5-c5ae-48da-8b97-dcecda0662dd.png?v=1783967028,7,Conjunto de Panelas de Pedra Osmenino,,,,,,,,,,,,,,,
set-3-pots-pressure-cooker-4l,Conjunto de 3 Panelas de Pedra + Panela de Pressão - 4 litros,"<p>As panelas de pedra-sabão combinam perfeitamente tradição, funcionalidade e elegância. Com elas, você pode preparar e servir refeições incrivelmente saborosas enquanto aproveita os benefícios dos minerais naturais da pedra, como ferro, cálcio e manganês, que contribuem para a sua saúde. Além do design sofisticado e artesanal, essas panelas mantêm os alimentos quentes por muito mais tempo, pois a pedra retém o calor mesmo após sair da fonte de calor. Nosso exclusivo modelo de panela de pressão de pedra-sabão se destaca no mercado pela inovação e segurança incomparável. Sem grampos ou travas de metal, elimina o risco de explosão, garantindo mais tranquilidade no seu dia a dia. A pressão é gerada pelo peso da tampa e seu encaixe preciso na borda da panela, permitindo que o calor circule internamente antes de ser liberado pela válvula de vapor. Cada peça é única, feita à mão, garantindo exclusividade e um toque especial na sua cozinha. Além disso, ao comprar nossas panelas, você apoia o trabalho de artesãos que preservam essa tradição centenária.</p><h3>O que está incluso</h3><ul>
<li>1 x Panela de Pressão de 4 litros (Diâmetro: 23 cm, Altura: 12 cm, ~5,0 kg)</li>
<li>1 x Panela de 2 litros (Diâmetro: 22 cm, Altura: 7 cm, ~4,0 kg)</li>
<li>1 x Panela de 1,5 litro (Diâmetro: 17 cm, Altura: 9 cm, ~3,2 kg)</li>
<li>1 x Panela de 0,8 litro (Diâmetro: 14 cm, Altura: 9 cm, ~2,0 kg)</li>
</ul><h3>Por que pedra-sabão</h3><ul>
<li>Aquecimento uniforme e eficiente em toda a peça.</li>
<li>Mantém os alimentos quentes por mais tempo, pois a pedra retém o calor após sair da fonte de calor.</li>
<li>Compatível com fogão a gás, elétrico, carvão e lenha (exceto indução).</li>
<li>Design artesanal que valoriza sua cozinha, com minerais naturais (ferro, cálcio, manganês) transferidos para a comida.</li>
<li>Durabilidade e resistência — cada peça artesanal é única e feita para durar.</li>
</ul><p><strong>Especificações:</strong> Panela de Pressão 4L + 2L + 1,5L + 0,8L · Gás · Elétrico · Carvão · Fogão a Lenha</p><p><strong>Garantia:</strong> 3 meses contra defeitos de fabricação.</p><p><em>Por ser um produto 100% artesanal, podem ocorrer pequenas variações de medidas, capacidade e design, tornando cada peça única. Iniciamos o processo de cura antes do envio, e você precisará concluí-lo seguindo nossas instruções.</em></p>",Stoneflame,,sets,"artesanal, Conjunto Especial, pedra-sabao, sets",true,Title,Default Title,,,,,,,,SET_3_POTS_PRESSURE_COOKER_4L,0.0,shopify,10,deny,manual,3945.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0717/5091/0122/files/main_ff38107a-be17-4277-9f48-40b1b4b89131.png?v=1783967029,1,Conjunto de 3 Panelas de Pedra + Panela de Pressão - 4 litros,false,Conjunto de 3 Panelas de Pedra + Panela de Pressão - 4 litros,"Tradição, função e elegância em um só conjunto",,,,,,,,,kg,,,active
set-3-pots-pressure-cooker-4l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0717/5091/0122/files/pressure-cooker_9970a539-9dd6-4343-95c4-f62084ff7d99.png?v=1783967029,2,Conjunto de 3 Panelas de Pedra + Panela de Pressão - 4 litros,,,,,,,,,,,,,,,
set-3-pots-pressure-cooker-4l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0717/5091/0122/files/pot_7917c690-a03a-40fe-b20e-e90678dc4e21.png?v=1783967029,3,Conjunto de 3 Panelas de Pedra + Panela de Pressão - 4 litros,,,,,,,,,,,,,,,
set-3-pots-pressure-cooker-4l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0717/5091/0122/files/pot-rice_c8ac9e50-2e6b-464c-b80e-338738f8a89d.png?v=1783967029,4,Conjunto de 3 Panelas de Pedra + Panela de Pressão - 4 litros,,,,,,,,,,,,,,,
set-3-pots-pressure-cooker-5l,Conjunto de 3 Panelas de Pedra + Panela de Pressão - 5 litros,"<p>As panelas de pedra-sabão combinam perfeitamente tradição, funcionalidade e elegância. Com elas, você pode preparar e servir refeições incrivelmente saborosas enquanto aproveita os benefícios dos minerais naturais da pedra, como ferro, cálcio e manganês, que contribuem para a sua saúde. Além do design sofisticado e artesanal, essas panelas mantêm os alimentos quentes por muito mais tempo, pois a pedra retém o calor mesmo após sair da fonte de calor. Nosso exclusivo modelo de panela de pressão de pedra-sabão se destaca no mercado pela inovação e segurança incomparável. Sem grampos ou travas de metal, elimina o risco de explosão, garantindo mais tranquilidade no seu dia a dia. A pressão é gerada pelo peso da tampa e seu encaixe preciso na borda da panela, permitindo que o calor circule internamente antes de ser liberado pela válvula de vapor. Cada peça é única, feita à mão, garantindo exclusividade e um toque especial na sua cozinha. Além disso, ao comprar nossas panelas, você apoia o trabalho de artesãos que preservam essa tradição centenária.</p><h3>O que está incluso</h3><ul>
<li>1 x Panela de Pressão de 5 litros (Diâmetro: 23 cm, Altura: 15 cm, ~5,0 kg)</li>
<li>1 x Panela de 3 litros (Diâmetro: 22 cm, Altura: 10 cm, ~4,0 kg)</li>
<li>1 x Panela de 2 litros (Diâmetro: 17 cm, Altura: 9 cm, ~3,2 kg)</li>
<li>1 x Panela de 1,5 litro (Diâmetro: 14 cm, Altura: 8 cm, ~2,0 kg)</li>
</ul><h3>Por que pedra-sabão</h3><ul>
<li>Aquecimento uniforme e eficiente em toda a peça.</li>
<li>Mantém os alimentos quentes por mais tempo, pois a pedra retém o calor após sair da fonte de calor.</li>
<li>Compatível com fogão a gás, elétrico, carvão e lenha (exceto indução).</li>
<li>Design artesanal que valoriza sua cozinha, com minerais naturais (ferro, cálcio, manganês) transferidos para a comida.</li>
<li>Durabilidade e resistência — cada peça artesanal é única e feita para durar.</li>
</ul><p><strong>Especificações:</strong> Panela de Pressão 5L + 3L + 2L + 1,5L · Gás · Elétrico · Carvão · Fogão a Lenha</p><p><strong>Garantia:</strong> 3 meses contra defeitos de fabricação.</p><p><em>Por ser um produto 100% artesanal, podem ocorrer pequenas variações de medidas, capacidade e design, tornando cada peça única. Iniciamos o processo de cura antes do envio, e você precisará concluí-lo seguindo nossas instruções.</em></p>",Stoneflame,,sets,"artesanal, Conjunto Especial, pedra-sabao, sets",true,Title,Default Title,,,,,,,,SET_3_POTS_PRESSURE_COOKER_5L,0.0,shopify,10,deny,manual,3995.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0717/5091/0122/files/main_6d9451a1-cd25-421e-a500-f38148ff9a21.png?v=1783967025,1,Conjunto de 3 Panelas de Pedra + Panela de Pressão - 5 litros,false,Conjunto de 3 Panelas de Pedra + Panela de Pressão - 5 litros,"Tradição, função e elegância em um só conjunto",,,,,,,,,kg,,,active
set-3-pots-pressure-cooker-5l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0717/5091/0122/files/pressure-cooker.png?v=1783967025,2,Conjunto de 3 Panelas de Pedra + Panela de Pressão - 5 litros,,,,,,,,,,,,,,,
